timestamp,AT,BE,BG,CH,CZ,EE,ES,FI,FR,GR,HR,HU,LT,LV,NL,PL,PT,RO,RS,SI,SK
2024-10-19 04:00:00+00:00,76.21,80.41,76.76,76.83,78.79,6.0,54.78,3.6,54.78,76.76,75.4,77.04,6.0,6.0,83.21,79.16,54.78,76.76,71.97,74.94,77.67
2024-10-19 05:00:00+00:00,83.67,65.94,84.75,87.3,89.45,30.04,62.4,4.46,34.37,84.75,81.53,85.38,30.04,30.04,90.55,89.98,62.4,84.75,83.88,80.55,86.8
2024-10-19 06:00:00+00:00,81.98,94.2,83.59,88.99,87.27,5.99,70.0,4.99,41.88,83.59,80.96,84.07,5.99,5.99,98.7,87.97,70.0,83.59,90.0,80.23,85.23
2024-10-19 07:00:00+00:00,76.32,76.44,78.05,87.01,82.04,5.0,64.53,5.0,44.67,78.05,75.59,78.46,5.0,5.0,91.8,82.51,64.53,78.05,60.07,74.89,79.64
2024-10-19 08:00:00+00:00,57.93,64.03,35.49,79.1,63.66,4.96,46.42,4.96,46.42,35.49,23.71,48.01,4.96,4.96,78.59,62.99,46.42,35.49,38.89,51.67,53.4
2024-10-19 09:00:00+00:00,43.93,56.71,30.89,73.0,50.83,4.97,35.0,4.97,35.0,30.89,43.2,41.22,4.97,4.97,72.03,20.5,35.0,30.89,35.14,44.28,39.81
2024-10-19 10:00:00+00:00,0.0,51.68,25.47,64.81,39.01,4.9,30.24,4.9,30.24,25.47,23.57,23.63,4.9,4.9,66.0,41.15,30.24,25.47,26.09,22.21,27.13
2024-10-19 11:00:00+00:00,0.0,42.95,23.33,58.87,36.18,4.63,17.67,4.63,17.67,23.33,20.8,21.74,4.63,4.63,60.15,38.85,17.67,23.33,16.38,19.38,25.26
2024-10-19 12:00:00+00:00,47.02,41.2,50.12,64.92,56.21,4.91,13.17,4.91,13.17,50.12,47.73,50.38,4.91,4.91,61.0,53.12,13.17,50.12,34.06,47.0,51.6
2024-10-19 13:00:00+00:00,69.91,46.15,69.97,69.64,75.67,4.98,5.79,4.98,5.79,69.97,66.36,69.97,4.98,4.98,75.45,76.18,5.79,69.97,57.16,65.53,71.33
2024-10-19 14:00:00+00:00,87.0,57.07,96.59,86.0,94.01,27.09,5.05,7.93,5.05,96.59,87.92,94.01,27.09,27.09,96.0,93.74,5.05,96.59,76.8,87.0,94.01
2024-10-19 15:00:00+00:00,97.43,70.0,125.19,91.04,108.73,30.09,22.32,10.13,22.32,110.0,112.03,121.22,30.09,30.09,106.83,119.32,22.32,125.19,102.27,110.0,108.73
2024-10-19 16:00:00+00:00,119.02,93.89,167.86,92.05,129.79,30.04,44.13,10.01,44.13,143.1,146.05,157.49,30.04,30.04,133.13,132.63,44.13,167.86,136.0,143.1,126.0
2024-10-19 17:00:00+00:00,104.42,96.69,141.01,91.41,117.91,6.55,70.0,6.55,70.0,141.01,138.48,132.44,6.55,6.55,117.0,117.18,70.0,141.01,129.45,144.65,113.66
2024-10-19 18:00:00+00:00,93.34,84.35,97.26,90.18,95.47,4.96,82.88,4.96,69.59,97.26,93.58,96.21,4.96,4.96,95.45,95.11,82.88,97.26,102.86,92.45,93.0
2024-10-19 19:00:00+00:00,85.73,75.8,86.32,81.25,88.89,4.18,91.5,4.18,58.81,86.32,84.63,86.7,4.18,4.18,88.6,96.28,91.5,86.32,94.31,84.09,87.47
2024-10-19 20:00:00+00:00,82.33,78.81,82.54,75.6,83.45,3.29,80.18,3.29,72.78,82.54,81.94,82.67,3.29,3.29,83.41,83.56,80.18,82.54,81.81,81.75,82.95
2024-10-19 21:00:00+00:00,73.33,73.33,73.33,64.59,73.33,2.57,73.33,2.57,73.33,73.33,73.33,73.33,2.57,2.57,73.33,73.33,73.33,73.33,71.3,73.33,73.33
2024-10-19 22:00:00+00:00,53.12,47.33,53.44,60.43,54.97,2.47,56.0,2.47,37.46,53.44,52.46,53.67,2.47,2.47,54.04,55.1,56.0,53.44,60.07,52.07,54.14
2024-10-19 23:00:00+00:00,51.33,43.11,51.8,50.08,54.11,1.98,40.0,1.98,27.55,51.8,50.35,52.15,1.98,1.98,54.9,54.26,54.85,51.8,48.17,49.82,52.86
2024-10-20 00:00:00+00:00,52.97,42.9,53.53,42.36,56.18,0.96,30.1,0.96,25.77,53.53,51.86,53.92,0.96,0.96,54.58,56.41,54.85,53.53,44.43,51.15,54.75
2024-10-20 01:00:00+00:00,53.54,38.64,54.36,40.62,58.28,0.54,31.25,0.54,13.24,54.36,51.86,54.94,0.54,0.54,55.91,58.62,54.85,54.36,43.99,50.83,56.16
2024-10-20 02:00:00+00:00,56.0,39.61,56.9,40.62,61.23,1.37,35.01,1.37,11.57,56.9,54.17,57.54,1.37,1.37,59.59,61.59,54.6,56.9,45.07,53.03,58.88
2024-10-20 03:00:00+00:00,59.34,41.52,60.37,42.78,65.07,1.54,43.1,1.54,11.02,60.37,57.33,61.07,1.54,1.54,63.01,67.32,54.6,60.37,45.06,56.31,62.53
2024-10-20 04:00:00+00:00,55.6,38.65,57.32,50.41,61.98,0.55,54.85,0.55,8.63,57.32,54.42,58.02,0.55,0.55,59.95,70.38,54.85,57.32,50.02,53.3,59.45
2024-10-20 05:00:00+00:00,65.08,44.72,67.46,61.87,72.66,2.0,54.85,2.0,8.87,67.46,63.79,68.14,2.0,2.0,73.24,73.08,54.85,67.46,60.39,62.37,69.53
2024-10-20 06:00:00+00:00,60.05,42.93,62.97,63.07,66.1,2.13,55.27,2.13,13.08,62.98,59.37,63.1,2.13,2.13,65.8,66.29,55.27,62.97,55.51,58.1,63.1
2024-10-20 07:00:00+00:00,40.48,30.77,36.72,36.68,44.06,2.02,45.0,2.02,13.16,36.72,38.97,41.28,2.02,2.02,44.36,44.15,54.85,36.72,35.06,38.97,42.18
2024-10-20 08:00:00+00:00,6.37,6.37,6.37,17.87,6.37,1.86,6.37,1.86,6.37,6.37,6.37,6.37,1.86,1.86,6.37,6.37,54.6,6.37,9.67,6.37,6.37
2024-10-20 09:00:00+00:00,0.08,0.08,0.08,3.35,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,6.94,0.08,0.08
2024-10-20 10:00:00+00:00,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,1.06,0.0,0.0
2024-10-20 11:00:00+00:00,-0.98,-0.98,0.0,-2.87,-0.98,-0.98,-0.01,-0.98,-0.98,0.04,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,3.33,-0.98,0.02,-0.98,-0.98
2024-10-20 12:00:00+00:00,-2.01,-2.01,0.04,-3.36,-2.01,-2.01,-0.01,-2.01,-2.01,0.04,-2.01,-2.01,-2.01,-2.01,-2.01,-2.01,0.02,-2.01,1.01,-2.01,-2.01
2024-10-20 13:00:00+00:00,0.0,0.0,0.04,-0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,7.17,0.02,0.0,0.07,0.0,0.0
2024-10-20 14:00:00+00:00,9.68,2.75,56.35,14.37,1.92,2.1,0.03,2.1,0.03,56.35,24.91,38.27,2.1,2.1,5.0,89.3,0.04,56.35,55.03,16.55,-20.01
2024-10-20 15:00:00+00:00,58.42,35.25,125.82,64.49,51.59,20.04,8.64,3.1,8.64,125.82,78.79,101.12,20.04,20.04,55.55,85.56,8.64,125.82,100.09,66.04,16.02
2024-10-20 16:00:00+00:00,78.23,41.26,169.08,74.49,70.95,20.01,64.82,3.15,17.13,169.09,109.0,139.76,20.01,20.01,60.0,91.47,64.82,169.08,111.75,90.93,41.58
2024-10-20 17:00:00+00:00,71.4,46.49,145.0,67.01,63.17,5.79,99.87,2.6,47.41,145.0,98.96,122.47,5.79,5.79,47.44,96.58,99.87,145.0,120.05,84.62,49.5
2024-10-20 18:00:00+00:00,45.31,35.53,127.06,56.88,29.24,0.01,125.01,0.01,36.87,127.06,73.66,94.78,0.01,0.01,35.09,80.93,125.01,127.06,87.52,57.89,-10.01
2024-10-20 19:00:00+00:00,32.41,22.5,97.77,48.0,15.59,0.0,125.89,0.0,24.08,97.77,56.03,74.77,0.0,0.0,21.72,76.74,125.89,97.77,60.36,43.24,0.0
2024-10-20 20:00:00+00:00,19.41,13.15,60.1,16.69,8.77,-0.02,100.23,-0.02,14.14,60.1,34.13,47.36,-0.02,-0.02,12.66,49.4,100.23,60.1,60.01,26.17,0.0
2024-10-20 21:00:00+00:00,2.94,2.09,10.56,6.13,1.43,-0.01,95.56,-0.8,2.24,10.56,5.6,7.92,-0.01,-0.01,2.02,28.86,95.56,10.56,39.24,4.12,-1.95
2024-10-20 22:00:00+00:00,6.67,0.35,20.43,-0.52,-0.62,-2.01,92.0,-2.01,1.12,20.43,9.85,15.28,-2.01,-2.01,-0.1,-2.01,92.0,20.43,30.0,8.9,22.08
2024-10-20 23:00:00+00:00,0.72,-0.03,3.0,0.48,-0.42,-2.47,85.23,-2.47,0.05,3.0,1.12,1.91,-2.47,-2.47,-0.1,-0.22,85.23,3.0,12.05,1.01,2.89
2024-10-21 00:00:00+00:00,0.54,-0.08,1.64,0.0,-0.43,-2.63,70.0,-2.63,0.0,1.64,1.06,1.68,-2.63,-2.63,-0.14,-0.99,74.61,1.64,27.63,0.86,1.97
2024-10-21 01:00:00+00:00,0.34,-0.04,0.99,-0.09,-0.25,-3.0,64.0,-3.0,0.0,0.99,0.64,1.02,-3.0,-3.0,-0.08,2.61,68.41,0.99,28.09,0.53,1.22
2024-10-21 02:00:00+00:00,1.7,0.09,4.4,1.17,-0.74,-2.62,64.0,-2.62,0.29,4.41,2.99,4.54,-2.62,-2.62,0.0,11.87,64.0,4.4,20.68,2.5,5.43
2024-10-21 03:00:00+00:00,43.73,5.91,97.16,27.26,5.48,5.69,70.0,-2.0,10.81,97.16,68.56,99.44,5.69,5.69,3.45,52.93,70.0,97.16,37.25,58.88,111.46
2024-10-21 04:00:00+00:00,102.86,44.88,150.08,72.65,91.7,130.01,90.71,-0.81,32.6,150.09,126.74,154.99,130.01,130.01,61.96,138.8,90.71,150.08,89.72,118.87,182.54
2024-10-21 05:00:00+00:00,108.58,96.17,173.35,93.85,122.81,153.15,105.01,-0.08,91.83,173.35,156.16,150.79,153.15,153.15,104.13,153.15,105.01,173.35,139.23,164.74,157.09
2024-10-21 06:00:00+00:00,120.08,120.31,147.8,102.07,120.7,121.31,125.89,-0.01,120.22,147.8,117.66,120.84,121.31,121.31,120.35,121.31,125.89,147.8,114.91,119.22,121.28
2024-10-21 07:00:00+00:00,103.9,103.9,103.9,93.57,103.9,103.9,103.9,-0.01,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9,71.46,103.9,103.9
2024-10-21 08:00:00+00:00,88.41,89.63,88.64,85.95,88.83,88.8,88.77,-0.1,88.77,88.64,88.58,88.63,88.8,88.8,91.0,88.8,88.77,88.64,55.65,88.54,88.68
2024-10-21 09:00:00+00:00,80.1,82.57,52.88,85.51,81.0,80.76,81.5,-0.21,81.5,52.88,79.02,81.47,80.76,80.76,84.91,80.76,81.5,52.88,55.02,80.16,81.09
2024-10-21 10:00:00+00:00,69.97,75.82,61.54,77.04,72.41,87.94,73.29,-0.57,73.29,61.54,70.33,71.89,87.94,87.94,80.0,72.39,73.29,61.54,39.12,71.06,71.95
2024-10-21 11:00:00+00:00,69.92,81.6,74.25,77.21,77.11,131.99,69.0,-0.58,69.0,74.25,73.44,74.03,131.99,131.99,83.15,77.61,69.0,74.25,40.06,73.13,74.86
2024-10-21 12:00:00+00:00,79.3,81.44,79.68,78.81,80.77,173.24,67.04,-0.57,67.04,79.68,78.93,79.79,173.24,173.24,83.19,80.94,67.04,79.68,46.69,78.71,80.16
2024-10-21 13:00:00+00:00,94.17,83.09,94.85,91.8,97.2,130.02,67.88,-0.52,67.88,94.85,93.24,95.12,130.02,130.02,95.82,97.41,67.88,94.85,73.0,92.83,95.87
2024-10-21 14:00:00+00:00,112.39,91.49,128.11,104.55,125.37,133.51,70.47,-0.26,70.47,128.11,128.78,126.7,133.51,133.51,116.57,133.51,70.47,128.11,107.71,131.91,126.7
2024-10-21 15:00:00+00:00,120.04,106.19,178.89,102.94,153.38,197.24,90.22,-0.01,90.22,178.89,190.45,172.09,197.24,197.24,130.04,197.24,90.22,178.89,145.86,206.95,172.18
2024-10-21 16:00:00+00:00,202.82,148.8,248.71,107.85,236.68,220.04,103.41,-0.01,103.41,204.4,250.25,244.8,220.04,220.04,212.15,273.88,103.41,248.71,184.24,259.8,247.72
2024-10-21 17:00:00+00:00,194.45,170.8,218.64,134.05,207.97,149.78,158.4,-0.09,158.4,178.09,215.71,216.99,149.78,149.78,188.35,244.88,158.4,218.64,185.68,217.67,220.19
2024-10-21 18:00:00+00:00,124.56,119.49,158.81,110.08,141.72,140.22,181.0,-0.59,113.95,158.81,157.17,158.92,140.22,140.22,128.18,169.9,181.0,158.81,144.94,158.81,157.4
2024-10-21 19:00:00+00:00,103.03,91.78,106.93,101.26,106.02,115.75,126.39,-0.81,85.39,106.93,104.46,107.03,115.75,115.75,100.56,115.75,126.39,106.93,112.88,103.62,108.51
2024-10-21 20:00:00+00:00,97.78,97.73,97.79,95.63,97.8,97.8,103.37,-1.68,97.69,97.79,97.78,97.79,97.8,97.8,97.79,97.8,103.37,97.79,101.54,97.78,97.79
2024-10-21 21:00:00+00:00,92.97,92.97,92.97,92.0,92.97,70.87,95.56,-2.05,92.97,92.97,92.97,92.97,70.87,70.87,92.97,92.97,95.56,92.97,90.74,92.97,92.97
2024-10-21 22:00:00+00:00,89.97,82.44,90.56,86.98,91.54,92.64,80.85,-1.88,76.27,90.56,89.71,90.72,92.64,92.64,89.42,92.64,80.85,90.56,82.79,89.29,91.21
2024-10-21 23:00:00+00:00,86.7,78.72,87.04,83.03,88.57,88.66,70.0,-1.75,70.0,87.04,86.16,87.25,88.66,88.66,87.04,88.66,70.0,87.04,76.53,85.75,87.71
2024-10-22 00:00:00+00:00,82.52,76.2,82.92,80.92,84.63,84.75,63.79,-1.25,63.79,82.92,81.94,83.16,84.75,84.75,84.33,84.75,63.79,82.92,78.09,81.48,83.68
2024-10-22 01:00:00+00:00,81.42,79.0,81.69,79.42,82.83,82.92,69.4,-1.0,68.98,81.69,81.05,81.85,82.92,82.92,83.6,82.92,69.4,81.69,74.04,80.74,82.2
2024-10-22 02:00:00+00:00,80.98,76.7,82.39,79.34,83.44,86.64,60.0,-0.54,60.0,82.39,80.82,82.6,86.64,86.64,83.02,86.64,60.0,82.39,77.61,80.16,83.5
2024-10-22 03:00:00+00:00,92.05,77.99,96.05,83.47,94.81,106.48,70.0,0.0,70.0,96.05,93.08,96.16,106.48,106.48,86.0,106.48,70.0,96.05,93.91,92.03,97.9
2024-10-22 04:00:00+00:00,114.13,85.69,131.27,106.2,122.09,168.91,75.97,1.91,75.97,131.27,122.9,131.16,168.91,168.91,98.14,168.91,75.97,131.27,134.86,119.0,136.82
