AT,BE,BG,CH,CZ,EE,ES,FI,FR,GR,HR,HU,LT,LV,NL,PL,PT,RO,RS,SI,SK
140.8832814101875,153.6351956939697,82.3722795459628,137.29986616551878,121.03922661900519,201.8422483778,41.54754345655441,177.87862570166587,129.69848882079123,40.74290641818195,104.36939014673233,109.31581666052341,175.35252095222472,195.49436063885688,168.80420966625215,59.66605400770902,40.95467726588249,82.05140667155383,65.94263965427875,66.16178191184997,118.46432811617852
130.27754956007004,184.43358013778925,104.18675071954725,152.10466712474823,113.55906374961137,255.86025729715823,34.39988585352898,246.73672388732433,139.53526766836643,55.528512956798075,116.36022693395614,129.47807914972304,266.88083874702454,261.08951829254624,170.54732741832734,52.10795417383313,40.92144892811775,74.7202167008817,75.90768006332218,87.19663045883179,116.88239580690862
141.01263677835465,175.68075290709734,106.56210276350376,162.56456572711468,104.93273637592792,329.6784280276298,36.11895054459572,323.93133674144747,142.50280816853046,68.37599570982158,107.75470094442366,110.30735256269574,352.76181182980537,357.3226751732826,196.93348294854167,52.647935858815906,46.43880858659744,88.89650505796074,90.77768809273837,58.21737973213196,124.35838327258826
154.00491846367717,257.26277553260326,118.7785125377774,168.25025436639785,124.1086463499069,449.4085456132889,66.40807636499405,413.30150052666664,182.99679980039596,84.14272773444652,144.47193517208098,159.52197303414343,455.5864990079403,459.39373907208443,262.11947143554687,71.34639950558542,69.96427800416946,115.88525304004547,96.21869420945643,159.58858848571776,183.94076646864414
191.40505880132318,282.1747759965062,144.01863659024235,185.0545324265957,172.86649347782134,484.5963915276527,82.6787045931816,448.65005671977997,195.545042951107,91.71808337002993,170.35681346178055,180.6922097325325,489.7803905427456,492.74241723895074,262.4774666428566,78.09148612618446,92.3540701007843,145.6939962264895,101.62219199001788,121.4393037033081,218.31502239704133
181.7259396222234,221.13358036398887,118.50954293280837,164.9389915174246,149.49833224684,463.98658625602724,84.89201861143111,409.3310145401955,193.52581711411474,60.63417809717357,99.30396039128303,129.37964954584837,438.20664163351057,457.77726285219194,238.51043197870257,66.12700718328357,100.23358251571655,117.25407116323707,68.50085825055837,117.70092048645019,221.37450786828995
176.074883544147,200.01084459900855,125.79259486228224,153.69941511511803,163.3773649844527,412.38637798786164,83.95999467849731,357.93250747919086,138.4799337184429,56.367864795476194,115.89632418632506,164.47476548075676,407.5788836967945,402.28775496959685,220.09431782960894,58.15202354907989,70.71104655504226,123.7282852938771,63.134493630155916,92.62518987655639,184.25834690779448
198.75641697570683,229.84510986477136,103.53828444018959,157.06960364103318,171.12145764023063,347.20896482825276,44.192247396707536,283.88775181770325,168.83931666374207,33.772413873150946,127.42447981834411,138.858113784194,312.0980093586445,338.9617861831188,239.19927744388582,81.69548129320144,53.89640990018844,99.07459090307354,57.165797840990116,157.7943802833557,214.86042305529116
169.19702658832074,215.53646583616734,69.5155274823308,156.2098708587885,159.29699301570653,320.83059931993483,51.25585210323333,251.9833522605896,174.27783084630966,33.169615552872415,112.45265513658522,117.89264570355415,286.12150949835774,302.666491715908,228.33183213949204,73.6437873005867,64.81909456253051,76.53300407662987,65.28717244792729,108.47229293823241,185.23024943321943
145.96803541496396,182.16624883413314,64.45652910269796,147.6463032925129,136.1115835699439,274.1663376152515,45.629140272140496,177.67286805748938,162.6801575064659,31.396043090894818,116.99189907312392,112.98217861235142,244.10017068743704,263.08886369764804,193.86520404577257,70.23147087469697,57.212818634510036,64.58585140012204,65.82769916083663,101.4542228412628,187.02599629312755
198.98464276835324,196.40934893399475,122.70838450372216,141.65411912441255,159.30745044380424,298.569038683176,46.32938915014266,161.1324967032671,138.2006545573473,58.64129739426076,135.33701214790344,179.4977511587739,281.6406057560444,298.9521340167522,222.20752997875215,95.55157665073871,62.195589494705196,141.8266554895043,73.9519107467681,115.60952924728392,242.57493895292282
212.07893560007213,210.5871915438771,157.92160276323554,154.41761049568655,168.90324217170476,224.2476070690155,41.2925516140461,105.3561141294241,137.41828535497189,83.28332490175963,150.05653566122055,164.60981365054846,224.991409047842,244.8799625635147,227.71612940549852,104.44039927840232,54.19476001501083,127.4386116853356,77.04836331374942,140.95036865234374,228.44808493554592
256.6195446059108,204.513661955595,154.56419387340543,176.1936832523346,193.63467981308696,221.07109480023382,53.34817730426788,90.04090253174306,129.09456026792526,113.55111045926809,166.9580046725273,165.55203463166953,207.50456734240055,213.47420578420162,258.71107231378556,108.1433769083023,64.9881797170639,189.003469158709,88.19579172238707,170.53932296752927,246.9440948665142
