timestamp,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,MD,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK
2024-10-19 03:30:00+00:00,5246.0,653.0,6979.0,3660.5,5417.0,5290.0,40356.0,3065.5,842.0,20144.0,8208.0,35959.0,4180.5,1485.0,4287.0,3103.0,23943.5,1201.5,461.0,683.0,609.5,200.5,525.0,10540.0,13107.5,15039.0,4488.0,5592.0,3235.5,12376.0,1210.5,2522.5
2024-10-19 03:45:00+00:00,5352.0,682.5,7056.0,3736.75,5446.5,5315.0,40673.0,3080.75,853.5,20040.0,8278.0,36339.5,4245.75,1518.0,4315.0,3104.0,24464.25,1223.25,465.0,697.5,626.75,204.75,534.5,10616.0,13114.75,15090.0,4505.0,5663.0,3287.75,12515.0,1240.25,2557.25
2024-10-19 04:00:00+00:00,5506.0,712.0,7200.0,3813.0,5476.0,5406.0,41531.0,3096.0,865.0,20016.0,8275.0,36720.0,4311.0,1588.0,4415.0,3105.0,24985.0,1245.0,472.0,712.0,644.0,209.0,544.0,10775.0,13122.0,15713.0,4522.0,5779.0,3340.0,12654.0,1270.0,2592.0
2024-10-19 04:15:00+00:00,5618.0,746.25,7259.0,3898.25,5501.25,5520.0,42020.0,3169.25,891.75,20272.0,8341.0,37198.0,4403.25,1636.0,4511.0,3115.5,25563.5,1279.25,477.0,725.5,658.75,213.25,546.5,10861.0,13223.0,15881.0,4556.75,5864.0,3412.0,12762.5,1301.5,2624.75
2024-10-19 04:30:00+00:00,5704.0,780.5,7350.0,3983.5,5526.5,5652.0,42493.0,3242.5,918.5,20384.0,8360.0,37676.0,4495.5,1675.0,4592.0,3126.0,26142.0,1313.5,481.0,739.0,673.5,217.5,549.0,10994.0,13324.0,16098.0,4591.5,5901.0,3484.0,12871.0,1333.0,2657.5
2024-10-19 04:45:00+00:00,5818.0,814.75,7426.0,4068.75,5551.75,5765.0,42985.0,3315.75,945.25,20596.0,8364.0,38154.0,4587.75,1721.0,4657.0,3147.0,26720.5,1347.75,486.0,752.5,688.25,221.75,551.5,11175.0,13425.0,16155.0,4626.25,5983.0,3556.0,12979.5,1364.5,2690.25
2024-10-19 05:00:00+00:00,6014.0,849.0,7599.0,4154.0,5577.0,5923.0,44054.0,3389.0,972.0,20820.0,8452.0,38632.0,4680.0,1769.0,4713.0,3168.0,27299.0,1382.0,497.0,766.0,703.0,226.0,554.0,11458.0,13526.0,16583.0,4661.0,6080.0,3628.0,13088.0,1396.0,2723.0
2024-10-19 05:15:00+00:00,6101.0,897.5,7787.0,4179.5,5561.0,5989.0,45060.0,3454.0,978.0,21204.0,8396.0,39086.25,4788.75,1778.0,4778.0,3208.0,27762.75,1390.25,505.0,776.0,693.25,238.5,554.25,11545.0,13639.5,16758.0,4708.25,6075.0,3685.5,13232.5,1422.0,2744.0
2024-10-19 05:30:00+00:00,6196.0,946.0,7959.0,4205.0,5545.0,6080.0,45494.0,3519.0,984.0,21560.0,8429.0,39540.5,4897.5,1811.0,4796.0,3248.0,28226.5,1398.5,508.0,786.0,683.5,251.0,554.5,11797.0,13753.0,17020.0,4755.5,6062.0,3743.0,13377.0,1448.0,2765.0
2024-10-19 05:45:00+00:00,6276.0,994.5,8123.0,4230.5,5529.0,6155.0,46381.0,3584.0,990.0,21876.0,8443.0,39994.75,5006.25,1838.0,4831.0,3314.5,28690.25,1406.75,518.0,796.0,673.75,263.5,554.75,12013.0,13866.5,17253.0,4802.75,5981.0,3800.5,13521.5,1474.0,2786.0
2024-10-19 06:00:00+00:00,6384.0,1043.0,8248.0,4256.0,5513.0,6290.0,47311.0,3649.0,996.0,22136.0,8589.0,40449.0,5115.0,1886.0,4801.0,3381.0,29154.0,1415.0,524.0,806.0,664.0,276.0,555.0,12257.0,13980.0,17731.0,4850.0,5956.0,3858.0,13666.0,1500.0,2807.0
2024-10-19 06:15:00+00:00,6448.0,1045.75,8215.0,4239.75,5585.75,6398.0,48124.0,3702.25,964.5,22688.0,8601.0,41017.0,5187.0,1912.0,4797.0,3461.0,29542.75,1377.0,526.0,805.75,645.25,284.75,566.25,12454.0,14153.5,18015.0,4941.25,5868.0,3873.75,13775.75,1512.75,2827.75
2024-10-19 06:30:00+00:00,6553.0,1048.5,8376.0,4223.5,5658.5,6510.0,48663.0,3755.5,933.0,22760.0,8590.0,41585.0,5259.0,1926.0,4738.0,3541.0,29931.5,1339.0,534.0,805.5,626.5,293.5,577.5,12660.0,14327.0,18244.0,5032.5,5789.0,3889.5,13885.5,1525.5,2848.5
